id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
3032,6.19500,Active,"The Original 1/2 Toe Sock for Yoga Pilates and Lounging Around (S/M Happy Tabi)",Toezies,15.00,Women,8A56257EA05C74018291954FC56FC448,2
3033,10.12500,Active,"Southpole Juniors Printed Lace Fold Over Waist Yoga Pant",Southpole,25.00,Women,272E11700558E27BE60F7489D2D782E7,1
3034,12.67200,Active,"John Deere Womens Pull Over Fleece Hoodie","John Deere",33.00,Women,7B66E8931C93DA8C88A0A8B6DEC62F9E,9
3035,13.21600,Active,"Ladies Velour Hoody Tracksuit Kangaroo Pocket Charcoal",FineBrandShop,29.50,Women,03BFC1D4783966C69CC6AEF8247E0103,7
3036,4.53696,Active,"Champion Women's Extended Size 6-Pack Performance Ankle Socks",Champion,10.88,Women,4B86CA48D90BD5F0978AFA3A012503A4,2
3037,75.03531,Active,"Gore Bike Wear Women's Contest Windstopper Soft Shell Lady Jacket",Gore,159.99,Women,10CE03A1ED01077E3E289F3E53C72813,4
3038,23.60600,Active,"BollÃƒÂ© Women's Essential Pleated Tennis Skirt",Bolle,58.00,Women,A92C274B8BE496FB05D95033552EEDDD,8
3039,22.62735,Active,"2XU Women's Compression Race Sock",2XU,49.95,Women,F0204E1D3EE3E4B05DE4E2DDBD39E076,1
3040,55.87500,Active,"Ibex Women's Shak Vest",Ibex,125.00,Women,9023EFFE3C16B0477DF9B93E26D57E2C,8
3041,10.18600,Active,"Hot Chillys Women's Lo Volume Sock","Hot Chillys",22.00,Women,9922F5774D88B203C4EC0FDD26616899,3
3042,7.98000,Active,"Adidas Ladies 3-stripe Long Sleeve Athletic V-neck Tee White",adidas,19.95,Women,3FD60983292458BF7DEE75F12D5E9E05,4
3043,6.43950,Active,"Russell Athletic Women's Stretch Short","Russell Athletic",15.90,Women,FC325D4B598AAEDE18B53DCA4ECFCB9C,9
3044,69.30000,Active,"Mountain Hardwear Women's Nitrous Vest","Mountain Hardwear",175.00,Women,B8AF7D0FBF094517781E0382102D7B27,7
3045,23.70500,Active,"adidas Women's Zip Pindot Hoody",adidas,55.00,Women,0EBF197205C00FC6E0AAC7261A8C1BDC,4
3046,45.10000,Active,"SportHill Women's Traverse II Pant",SportHill,110.00,Women,975E6107778CE7A40B9878BFB96A16A7,7
3047,12.12800,Active,"Tasc Performance Women's Cape Elizabeth Racer Back Tank Top Shirt","tasc Performance",32.00,Women,8E489B4966FE8F703B5BE647F1CBAE63,1
3048,16.50105,Active,"Royal Robbins Women's Kick Back Crossover Long Sleeve Shirt","Royal Robbins",35.95,Women,5DA713A690C067105AEB2FAE32403405,3
3049,0.91650,Active,"Pink Ribbon Breast Cancer Awareness Knee High Socks Great for Sports Teams Fundraising Relay for Life Walk Survivor (Style 26)","Palmetto Fundraising",1.95,Women,4FA177DF22864518B2D7818D4DB5DB2D,7
3050,66.99000,Active,"Arc'teryx Atom LT Vest - Women's",Arc'teryx,145.00,Women,EF72D53990BC4805684C9B61FA64A102,3
3051,10.30850,Active,"Harmonie Womens Multi-striped Hipster Short",Harmonie,26.50,Women,F0B1D5879866F2C2EBA77F39993D1184,6
3052,30.42900,Active,"Shock Absorber Women's Padded Pump Sport Bra","Shock Absorber",69.00,Women,C1B70D965CA504AA751DDB62AD69C63F,1
3053,3.48364,Active,"New Womens Leggings Tights Yoga Half Leg Length - (9 Different Colors)",Coool,7.99,Women,177540C7BCB8DB31697B601642EAC8D4,4
3054,12.09500,Active,"Ladies Plus Size Velour Hoody Tracksuit Kangaroo Pocket Black",FineBrandShop,29.50,Women,D9B1655C134B831076D6C45620A78C33,7
3055,23.70750,Active,"Fox Moto-X Zip Hoody 2",Fox,54.50,Women,2836BE05E71A8F34902A6E6B37350134,6
3056,20.79000,Active,"Coolibar UPF 50+ Women's Short-Sleeve Swim Shirt",Coolibar,55.00,Women,DC6E224A8D74CE03BF301152D6E33E97,5
3057,28.37441,Active,"Columbia Women's Fast Trek Hybrid Full Zip Jacket",Columbia,64.93,Women,C1502AE5A4D514BAEC129F72948C266E,6
3058,6.08220,Active,"Bridgedale Women's Lo Socks",Bridgedale,13.95,Women,3F5EE243547DEE91FBD053C1C4A845AA,1
3059,10.05000,Active,"adidas Women's Response DS Short-Sleeve Tee W Short-Sleeve Top",adidas,25.00,Women,CC431FD7EC4437DE061C2577A4603995,4
3060,44.99000,Active,"Mountain Hardwear Women's Sarafin Cardigan","Mountain Hardwear",110.00,Women,0A5C79B1EAF15445DA252ADA718857E9,7
3061,11.62500,Active,"Brooks Women's Epiphany Sports Bra",Brooks,25.00,Women,4AA0E93B918848BE0B7728B4B1568D8A,9
3062,8.56578,Active,"Zumba Fitness Women's Shatter 3/4 Sleeve Top","Zumba Fitness",22.02,Women,1AA057313C28FA4A40C5BC084B11D276,7
3063,13.60638,Active,"Feetures Ultra Light Cushion No Show Tab 3 pk.",Feetures,29.97,Women,1BD4B29A8E0AFCCD9923FE29CECB4B29,3
3064,30.16000,Active,"Brooks Women's HVAC Synergy Long Sleeve 1/2 Zip Top",Brooks,65.00,Women,494BA9FF03BDAD881378A6FD4092A6C7,9
3065,9.49620,Active,"Hoodie Buddie MP3 Earbuds Grey Black Stripe Zip Sweatshirt Jacket Junior",HoodieBuddie,24.99,Women,6FEC24EAC8F18ED793F5EAAD3DD7977C,8
3066,5.85200,Active,"Steve Madden Legwear Women's 6 Pack Fashion Low Cut Athletic Herringbone Pattern Sock","Steve Madden",14.00,Women,D8AB1A52F058358B947CDF8261B5E1A2,8
3067,134.40000,Active,"Mountain Hardwear Women's Citilicious Coat","Mountain Hardwear",300.00,Women,FEDF67D6F3D7341C1C1E8A54774987D3,7
3068,8.95788,Active,"Capezio Women's Capezio Women'S Camisole Tank Bra Top",Capezio,20.04,Women,F5496252609C43EB8A3D147AB9B9C006,1
3069,23.93600,Active,"Beyond Yoga Women's Racer Back Cami","Beyond Yoga",64.00,Women,BDB6920ADCD0457AA17B53B22963DAD9,4
3070,20.98231,Active,"Hot Chillys Women's Peach Skins Sublimated Print T-Neck Shirt","Hot Chillys",44.93,Women,BB073F2855D769BE5BF191F6378F7150,3
3071,12.68500,Active,"Ladies Velour Hoody Tracksuit Kangaroo Pocket Fuchsia Pink",FineBrandShop,29.50,Women,6917FF2A7B53421FF4066020E2D89EEC,7
3072,17.07200,Active,"Oiselle Running Women's Roga Shorts","Oiselle Running",44.00,Women,BE767243CA8F574C740FB4C26CC6DCEB,2
3073,11.72500,Active,"adidas Women's Eqt10 Graphic Tee",adidas,25.00,Women,C8CD63E1BF13C5016881652983FB615A,4
3074,12.59580,Active,"Coolibar UPF 50+ Women's Travel Tunic - Sun Protective",Coolibar,29.99,Women,639D79CC857A6C76C2723B7E014FCCB0,5
3075,15.94005,Active,"Women's Legend Golf/Windshirt","Charles River Apparel",39.95,Women,A2186AA7C086B46AD4E8BF81E2A3A19B,8
3076,42.24000,Active,"Minus33 100% Merino Wool Base Layer 809 Women's Expedition Weight Bottoms","Minus33 Merino Wool",96.00,Women,B6E710870ACB098E584277457BA89D68,3
3077,8.17700,Active,"HT260 Women's Double Ply Front Sports Bra with Athletic Cut Racer Back-Made with Odor Protective Quick Dry Flexible Fabric-Great for Tennis Field Hockey Running and Outdoor Workouts-Available in Black and White-Sizes XS-XXXL","Game Gear",18.50,Women,663FD3C5144FD10BD5CA6611A9A5B92D,1
3078,14.82750,Active,"White Sierra F9201W Women's Kylie II Base Layer Pant","White Sierra",32.95,Women,1091660F3DFF84FD648EFE31391C5524,4
3079,5.08300,Active,"Danskin Women's Microfiber Hipster Crop Tights",Danskin,13.00,Women,F44EE263952E65B3610B8BA51229D1F9,2
3080,21.94800,Active,"Shock Absorber Women's Classic Sports Bra","Shock Absorber",59.00,Women,A9986CB066812F440BC2BB6E3C13696C,1
3081,12.29176,Active,"Comfort Colors by Chouinard Ladies Hooded Sweatshirt Front Pouch Pocket. 1595","Comfort Colors",28.99,Women,CE60FF163CAB97029CC727E20E0FC3A7,10
3082,30.75600,Active,"Beyond Yoga Women's Original Cami","Beyond Yoga",66.00,Women,F14BC21BE7EAEED046FED206A492E652,4
3083,6.42141,Active,"Novelty Zebra Print Black and White Sports Bra cotton spandex jersey cotton imprintable","Touch of Europe Shirts & Tops",13.99,Women,D3157F2F0212A80A5D042C127522A2D5,1
3084,2.57544,Active,"JMS Comfort Top Fashion Legging - 89005",JMS,6.57,Women,1706F191D760C78DFCEC5012E43B6714,2
3085,14.11200,Active,"Ecoland Women's Organic Cotton Wireless Soft-Cup Light Sports Bra - Made in USA",Ecoland,36.00,Women,2BB0502C80B7432EEE4C5847A5FD077B,7
3086,23.45850,Active,"Minus33 100% Merino Wool Base Layer 801 Women's LightWeight Bottoms","Minus33 Merino Wool",58.50,Women,A081CAB429FF7A3B96E0A07319F1049E,3
3087,27.17000,Active,"Saucony Women's Ethereal Jacket",Saucony,65.00,Women,78BC62D08A9A0B9B0B9C0AD339EF82D3,2
3088,19.55000,Active,"ExOfficio Women's ExO Dri Carbonite V-Neck Short-Sleeve Shirt",ExOfficio,50.00,Women,DC6A7E655D7E5840E66733E9EE67CC69,2
3089,16.38000,Active,"Tommy Hilfiger Women's Zip Front Fleece Jacket","Tommy Hilfiger",35.00,Women,CCD2E3EAA5C991AC880991328C8F1463,1
3090,42.92400,Active,"Sucette Rose Faux Mink Fur Vest in Light or Dark Brown","Sucette Rose",98.00,Women,748D6B6ED8E13F857CEAA6CFBDCA14B8,3
3091,12.27000,Active,"adidas Women's Response Fitted Tank",adidas,30.00,Women,05B8CAAF6BA6F4BDB68675AB8B893BDA,4
3092,19.91800,Active,"DC Juniors Tstar E Ph Fleece Tee",DC,46.00,Women,6AD4174EBA19ECB5FED17411A34FF5E6,4
3093,89.51627,Active,"Icebreaker Women's Cascade Hood",Icebreaker,239.99,Women,8004D637B6236202217BE3DFCDD8CE59,1
3094,7.24200,Active,"KEEN Women Bellingham Crew Lite Sock",Keen,17.00,Women,512FC3C5227F637E41437C999A2D3169,6
3095,15.80000,Active,"Champion Women's Ultimate 1/4 Zip Jacket",Champion,40.00,Women,4DB0F8B0FC895DA263FD77FC8AECABE4,2
3096,7.78050,Active,"Speedo Women's Team Collection Lochte Jersey Tee",Speedo,19.95,Women,60792D855CD8A912A97711F91A1F155C,4
3097,49.27552,Dresses,"Jessica Howard Women's 1 Piece 3/4 Rhinestone Cuff Sleeve Embellished Drape Neck Ruched Waist Dress","Jessica Howard",109.99,Women,3B5020BB891119B9F5130F1FEA9BD773,3
3098,18.81645,Dresses,"2B Strapless Leatherette High Low","2b by bebe",39.95,Women,ADA5E0B63EF60E2239FA8ABDD4AA2F8E,5
3099,38.54800,Dresses,"KAMALIKULTURE Women's Off The Shoulder Shirred Waist Dress",KAMALIKULTURE,92.00,Women,B23F52202479E957B9BADA847C1175D7,9
3100,48.48382,Dresses,"Bcbgeneration Women's One Shoulder Ruffle Dress",BCBGeneration,115.99,Women,CC3D69ED781B16BCE06687822AE56E6D,8
3101,23.70000,Dresses,"Star Vixen Women's O-Ring 3/4 Sleevedress","Star Vixen",50.00,Women,62F91CE9B820A491EE78C108636DB089,3
3102,94.72320,Dresses,"Amanda Uprichard Women's Neulla Dress","Amanda Uprichard",202.40,Women,C5D9256689C43036581F781C61F26E50,9
3103,113.52000,Dresses,"Myne Women's Vera Dress",Myne,264.00,Women,96629F1AAC6DDB7A7CFA82574B6722D4,3
3104,70.21300,Dresses,"Gypsy 05 Women's Jessie Tulip Dress","Gypsy 05",143.00,Women,75B9B6DC7FE44437C6E0A69FD863DBAB,1
3105,58.65000,Dresses,"Adrianna Papell Women's Lace Dress with Slip","Adrianna Papell",138.00,Women,37E7897F62E8D91B1CE60515829CA282,10
3106,57.79200,Dresses,"Anne Klein Women's V-Neck Dress","Anne Klein",129.00,Women,4AEC1B3435C52ABBDF8334EA0E7141E0,2
3107,94.61200,Dresses,"Plenty by Tracy Reese Women's Surplice Dress Black","Plenty by Tracy Reese",218.00,Women,1CFEAD9959B76CE44A847C850B61C587,1
3108,47.90830,Dresses,"Anne Klein Women's Petite V-Neck Dress","Anne Klein",106.70,Women,FFBD6CBB019A1413183C8D08F2929307,2
3109,61.37560,Dresses,"Heather Women's Double Mini",Heather,127.60,Women,D4A897919A124958E699170B2B1DC8F2,1
3110,62.28950,Dresses,"Calvin Klein Women's Printed Maxi Dress","Calvin Klein",129.50,Women,E9FB2EDA3D9C55A0D89C98D6C54B5B3E,3
3111,42.82800,Dresses,"KAMALIKULTURE Women's Halter Turtleneck Dress",KAMALIKULTURE,86.00,Women,9E6A921FBC428B5638B3986E365D4F21,9
3112,60.96150,Dresses,"Calvin Klein Women's Plus-Size Wmn Printed Seamed Dress","Calvin Klein",139.50,Women,87F4D79E36D68C3031CCF6C55E9BBD39,3
3113,44.55000,Dresses,"KAMALIKULTURE Women's Shirt Dress",KAMALIKULTURE,90.00,Women,532B7CBE070A3579F424988A040752F2,9
3114,47.81700,Dresses,"KAMALIKULTURE Women's Racer Maxi Gown",KAMALIKULTURE,99.00,Women,BBB001BA009ED11717EAEC9305B2FEB6,9
3115,46.09539,Dresses,"Jessica Howard Women's Color Block Shift Dress","Jessica Howard",99.99,Women,366F0BC7BD1D4BF414073CABBADFDFCD,3
3116,49.75000,Dresses,"Calvin Klein Women's Colorblock Self Belt Dress","Calvin Klein",99.50,Women,58191D2A914C6DAE66371C9DCDC91B41,3
3117,21.68400,Dresses,"Star Vixen Women's Fullwrap Dress","Star Vixen",52.00,Women,8B313CBF30999888DE32DA1EC83FF503,3
3118,41.35600,Dresses,"BCBGeneration Women's Sleeveless Back Cutout Dress",BCBGeneration,98.00,Women,F0031C7A91D74015A9ADDFBC589F3FE5,8
3119,108.27200,Dresses,"Plenty by Tracy Reese Women's Lace Front Shift Dress","Plenty by Tracy Reese",268.00,Women,F42C7F9C8AEAB0FC412031E192E2119D,1
3120,19.96400,Dresses,"Star Vixen Women's Colorblock Longsleeve Ponte Dress","Star Vixen",46.00,Women,F231F2107DF69EAB0A3862D50018A9B2,3
3121,200.97000,Dresses,"Robert Rodriguez Women's Lace V-Neck Tiered Dress","Robert Rodriguez",495.00,Women,097E26B2FFB0339458B55DA17425A71F,3
3122,149.50000,Dresses,"Alice & Trixie Women's Georgina Tunic","Alice & Trixie",325.00,Women,A2D10D355CDEBC879E4FC6ECC6F63DD7,1
3123,58.92600,Dresses,"French Connection Women's Sorrento Stripe","French Connection",138.00,Women,2E0ACA891F2A8AEDF265EDF533A6D9A8,5
3124,40.86600,Dresses,"KAMALIKULTURE Women's Long Sleeve Henley Maxi Dress",KAMALIKULTURE,98.00,Women,7C78335A8924215EA5C22FDA1AAC7B75,9
3125,80.13600,Dresses,"Jessica Simpson Women's Long Sleeve V-Back Dress","Jessica Simpson",168.00,Women,019F8B946A256D9357EADC5ACE2C8678,4
3126,54.73000,Dresses,"aryn K Women's Deep V-Neck Long Sleeve Mini Dress","Aryn K",130.00,Women,9F8684E630C4C30CAD7B1F0935CD62AB,2
3127,79.38800,Dresses,"BCBGMAXAZRIA Women's Renee Knit Sportswear Dress",BCBGMAXAZRIA,178.00,Women,CA1D3153A1CF0ED998D4879FBB50D9AB,3
3128,26.69520,Dresses,"Gabby Skye Women's Fit N Flare Dress","Gabby Skye",58.80,Women,DFF8E9C2AC33381546D96DEEA9922999,1
3129,187.48800,Dresses,"Tracy Reese Women's Applique Frock","Tracy Reese",378.00,Women,C6A01432C8138D46BA39957A8250E027,3
3130,164.73600,Dresses,"Parker Women's Beaded Shift Dress",Parker,352.00,Women,C922DE9E01CBA8A4684F6C3471130E4C,7
3131,76.78800,Dresses,"Jax Women's Lace Dress With Cap Sleeve",Jax,158.00,Women,54FDA78AA8A09B4D77B5AAEC57B75028,8
3132,49.29507,Dresses,"Jessica Howard Women's Tie Waist Crochet Blouson","Jessica Howard",99.99,Women,FB2606A5068901DA92473666256E6E5B,3
3133,47.79522,Dresses,"Jessica Howard Women's Sleeveless Shirred Neck Dress","Jessica Howard",99.99,Women,7221E5C8EC6B08EF6D3F9FF3CE6EB1D1,3
3134,20.82915,Dresses,"2B Paradise Breeze Staci Maxi","2b by bebe",49.95,Women,35937E34256CF4E5B2F7DA08871D2A0B,5
3135,228.69000,Dresses,"HALSTON HERITAGE Women's Sleeveless V-Neck Faille Dress","Halston Heritage",495.00,Women,8B8388180314A337C9AA3C5AA8E2F37A,1
3136,25.34280,Dresses,"Gabby Skye Women's Lace Dress","Gabby Skye",58.80,Women,2ECD2BD94734E5DD392D8678BC64CDAB,1
3137,63.59700,Dresses,"Anne Klein Women's Color Block Ponte Swing Dress","Anne Klein",129.00,Women,8C9A14FFEBB7677D033FFCE847991293,2
3138,70.00000,Dresses,"Adrianna Papell Women's Lace Blocked Dress","Adrianna Papell",140.00,Women,86B20716FBD5B253D27CEC43127089BC,10
3139,23.28000,Dresses,"Julian Taylor Women's Cap Sleeve Stretch Crepe Dress","Julian Taylor",48.00,Women,E8BF0F27D70D480D3AB793BB7619AAA5,5
3140,43.78800,Dresses,"London Times Women's Printed Matte Jersey Sheath","London Times",89.00,Women,747D3443E319A22747FBB873E8B2F9F2,3
3141,50.50000,Dresses,"WeSC Women's Beetlejuice Dress",WESC,101.00,Women,92A08BF918F44CCD961477BE30023DA1,7
3142,69.11600,Dresses,"Suzi Chin Women's Pleated Dress","Suzi Chin",148.00,Women,BD85282513DA4089C441926E1975898C,3
3143,18.78910,Dresses,"2B Passport Stripe High Low Dress","2b by bebe",44.95,Women,0AFA92FC0F8A9CF051BF2961B06AC56B,5
3144,33.44800,Dresses,"KAMALIKULTURE Women's Sleeveless Shirred Waist Dress",KAMALIKULTURE,74.00,Women,A41B3BB3E6B050B6C9067C67F663B915,9
3145,21.38400,Dresses,"Volcom Juniors Not So Classic Dress",Volcom,49.50,Women,1160453108D3E537255E9F7B931F4E90,4
3146,61.69600,Dresses,"Calvin Klein Women's Sheath Dress","Calvin Klein",128.00,Women,5D4AE76F053F8F2516AD12961EF7FE97,3
3147,40.29300,Dresses,"London Times Women's Shimmer Side Ruched Sheath","London Times",99.00,Women,38ED162A0DBEF7B3FE0F628AA08B90E7,3
3148,43.49565,Dresses,"Jessica Howard Women's 3/4 Cold Shoulder Tie Waist Blouson Dress","Jessica Howard",99.99,Women,D87C68A56BC8EB803B44F25ABB627786,3
3149,67.48200,Dresses,"Addison Women's Shift Dress",Addison,163.00,Women,32B3EE0272954B956A7D1F86F76AFA21,2
3150,37.26000,Dresses,"KAMALIKULTURE Women's Long Sleeve Crewneck Tee Dress",KAMALIKULTURE,90.00,Women,77EE3BC58CE560B86C2B59363281E914,9
3151,49.49505,Dresses,"Jessica Howard Women's Sleeveless Surplus Bodice Dress","Jessica Howard",99.99,Women,98C39996BF1543E974747A2549B3107C,3
3152,116.10000,Dresses,"Cluny Women's Silk And Knit Tunic Dress",Cluny,258.00,Women,32CBF687880EB1674A07BF717761DD3A,5
3153,46.43100,Dresses,"KAMALIKULTURE Women's All In One Gown",KAMALIKULTURE,99.00,Women,9AEADE7BEADA35C83D3B344FBAFE43B0,9
3154,36.45264,Dresses,"London Times Women's Printed Ponte Shift Dress","London Times",79.94,Women,FDBD31F2027F20378B1A80125FC862DB,3
3155,54.66503,Dresses,"Jessica Howard Women's Plus Size Sheer Balloon Sleeve Shift Dress","Jessica Howard",109.99,Women,B22B257AD0519D4500539DA3C8BCF4DD,3
3156,28.25529,Dresses,"Danny & Nicole Women's Dot Dress","Danny & Nicole",59.99,Women,2227D753DC18505031869D44673728E2,9
3157,60.34095,Dresses,"Eliza J Women's 1 Piece Sleevless Dress With Pleated Tulip Skirt And Belt","Eliza J",148.99,Women,2B45E8D6ABF59038A975FAEEB6DC0782,2
3158,40.86600,Dresses,"KAMALIKULTURE Women's Long Sleeve Turtleneck Dress",KAMALIKULTURE,98.00,Women,55D99A37B2E1BADBA7C8DF4CCD506A88,9
3159,42.53200,Dresses,"Jax Women's Lace Dress",Jax,98.00,Women,99EF04EB612BAF0E86671A5109E22154,8
3160,53.88800,Dresses,"Calvin Klein Women's Rayon-Polyesterester Lux Career Dress","Calvin Klein",128.00,Women,9808AE38758804501CA3FC0697050E03,3
3161,46.86498,Dresses,"Adrianna Papell Women's Sleeveless Lace Dress","Adrianna Papell",96.43,Women,29539ED932D32F1C56324CDED92C07C2,10
3162,59.13600,Dresses,"Calvin Klein Women's Lux Rayon Career Dress","Calvin Klein",128.00,Women,D60678E8F2BA9C540798EBBDE31177E8,3
3163,52.37400,Dresses,"AK Anne Klein Women's Honeycomb Fade Short Sleeve","Anne Klein",129.00,Women,6A4D5952D4C018A1C1AF9FA590A10DDA,2
3164,69.87631,Dresses,"Eliza J Women's Sleeveless Dress with Tulip Skirt","Eliza J",148.99,Women,98B17F068D5D9B7668E19FB8AE470841,2
3165,68.74000,Dresses,"Adrianna Papell Women's Sleeveless Chiffon Flutter Dress","Adrianna Papell",140.00,Women,B299AD862B6F12CB57679F0538ECA514,10
3166,63.00000,Dresses,"Adrianna Papell Women's Lace Dress","Adrianna Papell",140.00,Women,5E6D27A7A8A8330DF4B53240737CCC85,10
3167,23.93160,Dresses,"Gabby Skye Women's Sheer Shoulder Dress","Gabby Skye",58.80,Women,20C86A628232A67E7BD46F76FBA7CE12,1
3168,3.87515,Dresses,"LnLClothing Ladies Fashion High Low Hem Dress ID.DS5045BR.R46",LnLClothing,7.99,Women,CE393994E8CF430867408678D1A5A9C8,1
3169,13.22730,Dresses,"Sexy Club Wear Clubbing Party Outfits Taupe Black Chevron Zig-zag Print Long Cuff Sleeve Shift Mini Dress",PinkClubwear,31.95,Women,7A98AF17E63A0AC09CE2E96D03992FBC,9
3170,9.83508,Dresses,"Curve Appeal Cowl Neck Long Sweater with Knit Belt","Curve Appeal",19.99,Women,73E5080F0F3804CB9CF470A8CE895DAC,8
3171,42.59574,Dresses,"Jessica Howard Women's 1 Piece Long Sleeve Surplus Bodice Ruched Waist Dress","Jessica Howard",99.99,Women,976ABF49974D4686F87192EFA0513AE0,3
3172,76.00600,Dresses,"maxandcleo Women's Whitney Striped Dress",maxandcleo,178.00,Women,E25CFA90F04351958216F97E3EFDABE9,10
3173,18.58500,Dresses,"Hurley Juniors Capetown Dress",Hurley,45.00,Women,E8258E5140317FF36C7F8225A3BF9590,1
3174,46.39350,Dresses,"London Times Women's Cocktail Jersey Shutter Tuck Sheath Dress","London Times",98.50,Women,45C166D697D65080D54501403B433256,3
3175,49.40100,Dresses,"KAMALIKULTURE Women's All In One Dress",KAMALIKULTURE,99.00,Women,CE47BE4ABD80AC324C645FD57A27FC73,9
3176,65.72800,Dresses,"Jax Women's Foil Dress",Jax,158.00,Women,59DFA2DF42D9E3D41F5B02BFC32229DD,8
3177,46.39536,Dresses,"Jessica Howard Women's Plus Size 1 Piece Cold Shoulder Blouson Dress","Jessica Howard",99.99,Women,D3630410C51E60941A9001A46871070E,3
3178,40.59594,Dresses,"Jessica Howard Women's Balloon Sleeve Shift Dress","Jessica Howard",99.99,Women,BA95D78A7C942571185308775A97A3A0,3
3179,44.84700,Dresses,"KAMALIKULTURE Women's Long Sleeve Crewneck Maxi Dress",KAMALIKULTURE,99.00,Women,91378B331327B40E564390C43CD6B2BE,9
